School_Name,Address,City,State,Zip,Phone,Latitude,Longitude,Website,Religious_Affiliation,School_Type,District_Name
GEORGE W. JENKINS SENIOR HIGH,6000 LAKELAND HIGHLANDS RD,LAKELAND,FL,33813,(863)648-3566,,,http://schools.polk-fl.net/gjhs,,Public,POLK
BILL DUNCAN OPPORTUNITY CENTER,3333 WINTER LAKE RD,LAKELAND,FL,33803,(863)499-2860,,,http://schools.polk-fl.net/bdoc/,,Public,POLK
CLARENCE BOSWELL ELEMENTARY SCHOOL,2820 K VILLE AVE,AUBURNDALE,FL,33823,(863)499-2990,,,http://www.schools.polk.net/boswell,,Public,POLK
DORIS A. SANDERS LEARNING CENTER,1201 ENCHANTED DR,LAKELAND,FL,33801,(863)499-2980,,,http://schools.polk-fl.net/dslc,,Public,POLK
JAMES W. SIKES ELEMENTARY SCHOOL,2727 SHEPHERD RD,LAKELAND,FL,33811,(863)648-3525,,,http://schools.polk-fl.net/sikes,,Public,POLK
LAKE GIBSON SENIOR HIGH SCHOOL,7007 SOCRUM LOOP RD N,LAKELAND,FL,33809,(863)853-6100,,,http://www.lgbraves.com,,Public,POLK
JERE L. STAMBAUGH MIDDLE,226 MAIN ST N,AUBURNDALE,FL,33823,(863)965-5494,,,http://www.stambaughmiddle.com/,,Public,POLK
UNION ACADEMY,1795 WABASH ST E,BARTOW,FL,33830,(863)534-7435,,,http://schools.polk-fl.net/ua,,Public,POLK
R. CLEM CHURCHWELL ELEMENTARY SCHOOL,8201 PARK BYRD RD,LAKELAND,FL,33810,(863)853-6011,,,http://schools.polk-fl.net/churchwell,,Public,POLK
WENDELL WATSON ELEMENTARY SCHOOL,6800 WALT WILLIAMS RD,LAKELAND,FL,33809,(863)853-6060,,,http://schools.polk-fl.net/wwe,,Public,POLK
VALLEYVIEW ELEMENTARY SCHOOL,2900 STATE RD 540A E,LAKELAND,FL,33813,(863)648-3535,,,http://schools.polk-fl.net/valleyview,,Public,POLK
SOCRUM ELEMENTARY SCHOOL,9400 OLD DADE CITY RD,LAKELAND,FL,33810,(863)853-6050,,,http://schools.polk-fl.net/socrum,,Public,POLK
RIDGE TEEN PARENT PROGRAM,7700 LUCERNE PARK RD,WINTER HAVEN,FL,33881,(863)299-2512,,,,,Public,POLK
POLK HALFWAY HOUSE,2145 BOB PHILLIPS RD,BARTOW,FL,33830,(863)519-3611,,,http://www.polk-fl.net/DJJEP/halfway.htm,,Public,POLK
LAWTON CHILES MIDDLE ACADEMY,400 FLORIDA AVE N,LAKELAND,FL,33801,(863)499-2742,,,http://www.lcmaknightsonline.com/,,Public,POLK
LAKE REGION HIGH SCHOOL,1995 THUNDER RD,EAGLE LAKE,FL,33839,(863)297-3099,,,http://www.lakeregionthunder.com/,,Public,POLK
DISCOVERY ACADEMY OF LAKE ALFRED,1000 BUENA VISTA DR N,LAKE ALFRED,FL,33850,(863)295-5955,,,http://www.discoveryacademy.org/,,Public,POLK
DON E WOODS OPPORTUNITY CENTER,213 LAKE AVE E,DUNDEE,FL,33838,(863)421-3325,,,http://schools.polk-fl.net/dwoc,,Public,POLK
ACHIEVEMENT ACADEMY,716 BELLA VISTA ST E,LAKELAND,FL,33805,(863)683-6504,,,http://www.achievementacademy.com/,,Public,POLK
SLEEPY HILL MIDDLE SCHOOL,2215 SLEEPY HILL RD,LAKELAND,FL,33810,(863)815-6577,,,http://schools.polk-fl.net/shms,,Public,POLK
DUNDEE RIDGE MIDDLE ACADEMY,5555 LAKE TRASK RD,DUNDEE,FL,33838,(863)419-3088,,,http://dra.polk-fl.net,,Public,POLK
HARTRIDGE ACADEMY,1400 US HIGHWAY 92 W,WINTER HAVEN,FL,33881,(863)956-4434,,,http://www.hartridgeacademy.com,,Public,POLK
PACE CENTER FOR GIRLS,213 TYLER AVE,LAKELAND,FL,33801,(863)688-5596,,,,,Public,POLK
R. BRUCE WAGNER ELEMENTARY SCHOOL,5500 YATES RD,LAKELAND,FL,33811,(863)701-1450,,,http://schools.polk-fl.net/rbw,,Public,POLK
COMPASS MIDDLE CHARTER SCHOOL,550 CLOWER ST E,BARTOW,FL,33830,(863)519-8701,,,http://schools.polk-fl.net/compassmiddle,,Public,POLK
DR. NE ROBERTS ELEMENTARY SCHOOL,6600 GREEN RD,LAKELAND,FL,33810,(863)815-6633,,,http://schools.polk-fl.net/DrNERobertsEl,,Public,POLK
ROSABELLE W. BLAKE ACADEMY,510 HARTSELL AVE,LAKELAND,FL,33815,(863)499-2870,,,http://www.blakeacademy.com/,,Public,POLK
POLK COUNTY SHERIFF'S CENTRAL CENTER,2390 BOB PHILLIPS RD,BARTOW,FL,33830,(863)519-3611,,,http://www.polk-fl.net/DJJEP/SouthCounty.htm,,Public,POLK
MCKEEL ACADEMY CENTRAL,411 FLORIDA AVE N,LAKELAND,FL,33801,(863)499-1287,,,http://www.mckeelelementary.com/,,Public,POLK
LAKELAND MONTESSORI SCHOOL HOUSE,1124 LAKE PARKER AVE N,LAKELAND,FL,33805,(863)413-0003,,,http://www.lakelandmontessori.com/,,Public,POLK
RIDGE COMMUNITY HIGH SCHOOL,500 ORCHID DR,DAVENPORT,FL,33837,(863)419-3315,,,http://www.ridgecommunityhigh.com/,,Public,POLK
POLK VIRTUAL FRANCHISE,604 S. CENTRAL AVE,LAKELAND,FL,33815,(863)354-3999,,,http://schools.polk-fl.net/pvs,,Public,POLK
HOSPITAL HOMEBOUND,1909 FLORAL AVE S,BARTOW,FL,33830,(863)665-4538,,,,,Public,POLK
POLK STATE COLLEGE COLLEGIATE HIGH SCHOOL,3425 WINTER LAKE RD,LAKELAND,FL,33803,(863)669-2322,,,http://www.polk.edu/gateway,,Public,POLK
BERKLEY ACCELERATED,5316 BERKLEY RD,AUBURNDALE,FL,33823,(863)984-2400,,,http://schools.polk-fl.net/BAMS,,Public,POLK
DANIEL JENKINS ACADEMY OF TECHNOLOGY MIDDLE SCHOOL,701 LEDWITH AVE,HAINES CITY,FL,33844,(863)421-3267,,,http://schools.polk-fl.net/dja,,Public,POLK
SANDHILL ELEMENTARY SCHOOL,1801 TYNER RD,HAINES CITY,FL,33844,(863)419-3166,,,http://schools.polk-fl.net/sandhill,,Public,POLK
RIDGEVIEW GLOBAL STUDIES ACADEMY,1000 DUNSON RD,DAVENPORT,FL,33896,(863)419-3171,,,http://theridgeviewacademy.com,,Public,POLK
LEWIS ANNA WOODBURY ELEMENTARY SCHOOL,610 CHARLESTON AVE S,FORT MEADE,FL,33841,(863)285-1133,,,http://www.lawallstarlions.com/,,Public,POLK
PINEWOOD ELEMENTARY SCHOOL,1400 GILBERT ST,EAGLE LAKE,FL,33839,(863)298-7977,,,http://schools.polk-fl.net/PES,,Public,POLK
BERKLEY ELEMENTARY SCHOOL,5240 BERKLEY RD,AUBURNDALE,FL,33823,(863)968-5024,,,http://schools.polk-fl.net/berkleyelm,,Public,POLK
SLEEPY HILL ELEMENTARY SCHOOL,2285 SLEEPY HILL RD,LAKELAND,FL,33810,(863)815-6768,,,http://schools.polk-fl.net/shes,,Public,POLK
HIGHLANDS GROVE ELEMENTARY SCHOOL,4510 LAKELAND HIGHLANDS RD,LAKELAND,FL,33813,(863)648-3002,,,http://www.polk-fl.net/highlandsgrove,,Public,POLK
SOUTH MCKEEL ACADEMY,2222 EDGEWOOD DR S,LAKELAND,FL,33803,(863)510-0044,,,http://www.southmckeel.com/,,Public,POLK
PALMETTO ELEMENTARY SCHOOL,315 PALMETTO ST,POINCIANA,FL,34759,(863)427-6012,,,http://schools.polk-fl.net/PalmettoKnights,,Public,POLK
LAKE MARION CREEK MIDDLE SCHOOL,3055 LAKE MARION CREEK DR,POINCIANA,FL,34759,(863)427-1471,,,http://schools.polk-fl.net/lmce,,Public,POLK
CHAIN OF LAKES COLLEGIATE HIGH,999 AVENUE H NE,WINTER HAVEN,FL,33881,(863)298-6800,,,http://www.polk.edu/chain-of-lakes-collegiate-high-school,,Public,POLK
VICTORY RIDGE ACADEMY,501 BURNS AVE,LAKE WALES,FL,33853,(863)679-3338,,,http://victoryridgeacademy.com,,Public,POLK
CHAIN OF LAKES ELEMENTARY SCHOOL,7001 STATE HIGHWAY 653,WINTER HAVEN,FL,33884,(863)326-5388,,,http://schools.polk-fl.net/ChainOfLakes,,Public,POLK
LAUREL ELEMENTARY SCHOOL,1851 LAUREL AVE,POINCIANA,FL,34759,(863)427-1375,,,http://schools.polk-fl.net/LaurelLions,,Public,POLK
BOK ACADEMY,13895 HWY 27,LAKE WALES,FL,33859,(863)638-1010,,,http://www.bokacademy.org,,Public,POLK
LAKE ALFRED POLYTECH ACADEMY,925 BUENA VISTA DR N,LAKE ALFRED,FL,33850,(863)295-5988,,,http://lapolytech.polk-fl.net,,Public,POLK
SPESSARD L HOLLAND ELEMENTARY,2342 EF GRIFFIN RD,BARTOW,FL,33830,(863)648-3031,,,http://schools.polk-fl.net/slhe/,,Public,POLK
TENOROC HIGH SCHOOL,4905 SADDLE CREEK RD,LAKELAND,FL,33801,(863)614-9183,,,http://schools.polk-fl.net/tenoroc,,Public,POLK
HORIZONS ELEMENTARY SCHOOL,1700 FOREST LAKE DR,DAVENPORT,FL,33837,(863)419-3430,,,http://schools.polk-fl.net/horizonshawks,,Public,POLK
HAINES CITY HEADSTART CENTER,1008 AVENUE D,HAINES CITY,FL,33844,(863)419-3427,,,,,Public,POLK
WINTER HAVEN HEAD START,135 AVENUE Y NE,WINTER HAVEN,FL,33881,(863)298-5631,,,,,Public,POLK
POLK VIRTUAL INSTRUCTION PROGRAM,604 S. CENTRAL AVE,LAKELAND,FL,33815,(863)354-3999,,,http://schools.polk-fl.net/pvs,,Public,POLK
LAKELAND MONTESSORI MIDDLE SCHOOL,1124 N. LAKE PARKER AVE,LAKELAND,FL,33805,(863)413-0003,,,http://www.lakelandmontessori.com,,Public,POLK
TRANSITION SCHOOL,1860 GIBBONS ST E,BARTOW,FL,33830,(863)519-8169,,,,,Public,POLK
NEW BEGINNINGS HIGH SCHOOL,250 MAGNOLIA AVE SW,WINTER HAVEN,FL,33880,(863)268-5666,,,http://www.newbhs.net,,Public,POLK
POLK PRE-COLLEGIATE ACADEMY,114 NORTH TENNESSEE AVE,LAKELAND,FL,33801,(863)204-1771,,,http://ppcacademy.net,,Public,POLK
FRESH START COMMUNITY SCHOOL,910 LOWRY AVE,LAKELAND,FL,33801,(863)419-3486,,,,,Public,POLK
POLK COUNTY SHERIFFS REGIONAL DETENTION CENTER,2390 BOB PHILLIPS RD,BARTOW,FL,33830,(863)519-3820,,,,,Public,POLK
MAGNOLIA MONTESSORI ACADEMY,815 S. CENTRAL AVE,LAKELAND,FL,33815,(863)797-4991,,,,,Public,POLK
POLK STATE LAKELAND GATEWAY TO COLLEGE COLLEGIATE HIGH SCHO,3425 WINTER LAKE RD,LAKELAND,FL,33803,(863)669-2322,,,http://www.polk.edu/gateway,,Public,POLK
POLK FULL TIME ESCHOOL,604 S. CENTRAL AVE,LAKELAND,FL,33815,(863)354-3999,,,http://schools.polk-fl.net/pvs,,Public,POLK
CITRUS RIDGE A CIVICS ACADEMY,1775 SAND MINE RD,DAVENPORT,FL,33897,(863)259-4001,,,http://citrusridge.polk-fl.net,,Public,POLK
REAL ACADEMY (REACHING EVERY ADOLESCENT LEARNER),951 MOUNT AIRY AVE,LAKELAND,FL,33801,(863)534-0500,,,,,Public,POLK
POLK GRAD ACADEMY,910 LOWRY AVE,LAKELAND,FL,33801,(863)413-2948,,,,,Public,POLK
DISCOVERY HIGH SCHOOL,1000 N BUENA VISTA DR,LAKE ALFRED,FL,33850,(863)268-7178,,,http://discoveryhighschool.org,,Public,POLK
CYPRESS JUNCTION MONTESSORI,220 5TH ST SW,WINTER HAVEN,FL,33880,(863)259-1490,,,http://www.cypressjunction.org,,Public,POLK
MATER ACADEMY DAVENPORT,318 RONALD REAGAN PKWY,DAVENPORT,FL,33896,(863)534-0500,,,http://www.MaterDavenport.com,,Public,POLK
NAVIGATOR ACADEMY OF LEADERSHIP DAVENPORT,495 HOLLY HILL RD,DAVENPORT,FL,33837,(863)353-3005,,,http://navigatoracademypolk.com,,Public,POLK
DAVENPORT HIGH SCHOOL,4525 CR 547 N,DAVENPORT,FL,33837,(863)534-0500,,,http://davenporthigh.polkschoolsfl.com,,Public,POLK
EDWARD W BOK ACADEMY NORTH,401 N 4TH STREET,LAKE WALES,FL,33853,(863)638-1010,,,http://www.bokacademy.org,,Public,POLK
RIDGE TECHNICAL ACADEMY,7700 STATE ROAD 544,WINTER HAVEN,FL,33881,(863)419-3060,,,http://www.polkedpathways.com/ridge-technical-college/,,Public,POLK
GIBBONS STREET PK CENTER,1860 GIBBONS ST E,BARTOW,FL,33830,(863)535-6489,,,http://gibbons.polk-fl.net,,Public,POLK
MAYNARD A TRAVISS TECHNICAL ACADEMY,3225 WINTER LAKE RD,LAKELAND,FL,33803,(863)499-2700,,,http://www.polkedpathways.com/traviss-technical-college/,,Public,POLK
LANGUAGE & LITERACY ACADEMY FOR LEARNING,330 AVE C SE,WINTER HAVEN,FL,33880,(863)268-2903,,,http://www.weexcelinreading.org,,Public,POLK
ECKERD CONNECTS,1140 N COMBEE RD,LAKELAND,FL,33801,(863)413-2948,,,,,Public,POLK
DAVENPORT ELEMENTARY,8 W PALMETTO ST,DAVENPORT,FL,33837,(863)534-0500,,,,,Public,POLK
WILLOW OAK SCHOOL,4815 BAILEY ROAD,MULBERRY,FL,33860,(863)417-6670,,,http://willowoak.polkschoolsfl.com,,Public,POLK
BELLA CITTA,1915 S FLORAL AVE,BARTOW,FL,33214,(863)519-7600,,,,,Public,POLK
MI ESCUELA MONTESSORI,2130 E. EDGEWOOD DRIVE,LAKELAND,FL,33803,(863)934-2780,,,http://www.miescuelamontessori.com,,Public,POLK
SOUTH POINTE ELEMENTARY,9525 STATE HWY 653,WINTER HAVEN,FL,33884,(863)317-8317,,,,,Public,POLK
BRIDGEPREP ACADEMY OF POLK,9875 SW 72 STREET,MIAMI,FL,33173,(786)476-2038,,,http://www.bridgepreppolk.com,,Public,POLK
ELEMENTARY - N LAKELAND,3315 KATHLEEN ROAD,LAKELAND,FL,33810,(863)853-6020,,,,,Public,POLK
SCENIC TERRACE K-8,2799 SR 17,HAINES CITY,FL,33844,(863)534-0500,,,,,Public,POLK
ECKERD CONNECTS STRIVE ACADEMY,1140 N COMBREE RD,LAKELAND,FL,33801,(863)413-2948,,,,,Public,POLK
RCMA MULBERRY COMMUNITY ACADEMY,4438 ACADEMY DR,MULBERRY,FL,33860,(863)425-9246,,,http://rcma.org/academies/mca,,Public,POLK
MATER ACADEMY DAVENPORT MIDDLE SCHOOL,318 RONALD REAGAN PARKWAY,DAVENPORT,FL,33896,(863)695-4114,,,http://www.materdavenport.com,,Public,POLK
OCHWILLA ELEMENTARY SCHOOL,299 N STATE ROAD 21,HAWTHORNE,FL,32640,(352)481-0204,,,http://www.putnamschools.org/o/oes,,Public,PUTNAM
KELLEY SMITH ELEMENTARY SCHOOL,141 KELLEY SMITH SCHOOL RD,PALATKA,FL,32177,(386)329-0568,,,http://www.putnamschools.org/o/kses,,Public,PUTNAM
INTERLACHEN JR-SR HIGH SCHOOL,126 N STATE RD 315,INTERLACHEN,FL,32148,(386)684-2115,,,http://www.putnamschools.org/o/ihs,,Public,PUTNAM
MELROSE ELEMENTARY SCHOOL,401 STATE ROAD 26,MELROSE,FL,32666,(352)475-2060,,,http://www.putnamschools.org/o/mes,,Public,PUTNAM
JAMES A. LONG ELEMENTARY SCHOOL,1400 OLD JACKSONVILLE RD,PALATKA,FL,32177,(386)329-0575,,,http://www.putnamschools.org/o/jal,,Public,PUTNAM
MIDDLETON-BURNEY ELEMENTARY SCHOOL,1020 HUNTINGTON RD,CRESCENT CITY,FL,32112,(386)698-1238,,,http://www.putnamschools.org/o/mbes,,Public,PUTNAM
CRESCENT CITY JR-SR HIGH SCHOOL,2201 S US HIGHWAY 17,CRESCENT CITY,FL,32112,(386)698-1629,,,http://www.putnamschools.org/o/cchs,,Public,PUTNAM
PALATKA JR - SR HIGH SCHOOL,302 MELLON RD,PALATKA,FL,32177,(386)329-0577,,,http://www.putnamschools.org/o/phs,,Public,PUTNAM
MELLON LEARNING CENTER,301 MELLON ROAD,PALATKA,FL,32177,(386)329-0593,,,http://www.putnamschools.org/o/ehms,,Public,PUTNAM
ROBERT H. JENKINS JR ELEMENTARY SCHOOL,251 S STATE ROAD 315,INTERLACHEN,FL,32148,(386)684-2130,,,http://www.putnamschools.org/o/ies,,Public,PUTNAM
BROWNING-PEARCE ELEMENTARY SCHOOL,100 BEAR BLVD,SAN MATEO,FL,32187,(386)329-0557,,,http://www.putnamschools.org/o/bpes,,Public,PUTNAM
WILLIAM D. MOSELEY ELEMENTARY SCHOOL,1100 HUSSON AVE,PALATKA,FL,32177,(386)329-0562,,,http://www.putnamschools.org/o/moseley,,Public,PUTNAM
THE CHILDREN'S READING CENTER,7901 SAINT JOHNS AVE,PALATKA,FL,32177,(386)326-2762,,,http://www.putnamschools.org/o/crccs,,Public,PUTNAM
Q.I. ROBERTS JR. - SR. HIGH SCHOOL,901 STATE ROAD 100,FLORAHOME,FL,32140,(386)659-1737,,,http://www.putnamschools.org/o/qi-roberts,,Public,PUTNAM
PUTNAM VIRTUAL INSTRUCTION PROGRAM,200 REID ST,PALATKA,FL,32177,(386)329-0536,,,,,Public,PUTNAM
PUTNAM VIRTUAL FRANCHISE,200 REID ST,PALATKA,FL,32177,(386)329-0536,,,,,Public,PUTNAM
PUTNAM VIRTUAL INSTRUCTION PROGRAM (DISTRICT PROVIDED),200 REID ST,PALATKA,FL,32177,(386)329-0536,,,,,Public,PUTNAM
PUTNAM ACADEMY OF ARTS AND SCIENCES,310 SOUTH PALM AVE,PALATKA,FL,32177,(386)326-4212,,,http://www.putnamacademy.org,,Public,PUTNAM
TEEN PARENT PK CHILD CARE PROGRAM,200 REID ST,PALATKA,FL,32177,(386)329-0536,,,http://www.putnamschools.org,,Public,PUTNAM
CENTRAL SCHOOL,6180 CENTRAL SCHOOL RD,MILTON,FL,32570,(850)983-5640,,,http://www.santarosa.k12.fl.us/chs/,,Public,SANTA ROSA
BERRYHILL ELEMENTARY SCHOOL,4900 BERRYHILL RD,MILTON,FL,32570,(850)983-5690,,,http://www.santarosa.k12.fl.us/schools/bhe/,,Public,SANTA ROSA
BAGDAD ELEMENTARY SCHOOL,4512 FORSYTH ST,MILTON,FL,32583,(850)983-5680,,,http://www.santarosa.k12.fl.us/schools/bes/,,Public,SANTA ROSA
CHUMUCKLA ELEMENTARY SCHOOL,2312 HIGHWAY 182,JAY,FL,32565,(850)995-3690,,,http://www.santarosa.k12.fl.us/schools/ces/,,Public,SANTA ROSA
EAST MILTON ELEMENTARY SCHOOL,5156 WARD BASIN RD,MILTON,FL,32583,(850)983-5620,,,http://www.santarosa.k12.fl.us/schools/eme/,,Public,SANTA ROSA
GULF BREEZE ELEMENTARY SCHOOL,549 GULF BREEZE PKWY,GULF BREEZE,FL,32561,(850)934-5185,,,http://www.santarosa.k12.fl.us/schools/gbe/,,Public,SANTA ROSA
GULF BREEZE MIDDLE SCHOOL,649 GULF BREEZE PKWY,GULF BREEZE,FL,32561,(850)934-4080,,,http://www.santarosa.k12.fl.us/schools/gbm/,,Public,SANTA ROSA
GULF BREEZE HIGH SCHOOL,675 GULF BREEZE PKWY,GULF BREEZE,FL,32561,(850)916-4165,,,http://www.santarosa.k12.fl.us/schools/gbh/,,Public,SANTA ROSA
T. R. JACKSON PREK CENTER,4950 SUSAN ST,MILTON,FL,32570,(850)983-5720,,,http://www.santarosa.k12.fl.us/schools/trj/,,Public,SANTA ROSA
JAY HIGH SCHOOL,3741 SCHOOL ST,JAY,FL,32565,(850)675-4507,,,http://www.santarosa.k12.fl.us/schools/jhs/,,Public,SANTA ROSA
JAY ELEMENTARY SCHOOL,13833 ALABAMA ST,JAY,FL,32565,(850)359-8230,,,http://www.santarosa.k12.fl.us/schools/jes/,,Public,SANTA ROSA
MILTON HIGH SCHOOL,5445 STEWART ST,MILTON,FL,32570,(850)983-5600,,,http://www.santarosa.k12.fl.us/schools/mhs/,,Public,SANTA ROSA
S. S. DIXON PRIMARY SCHOOL,4560 PACE PATRIOT BLVD,PACE,FL,32571,(850)995-3660,,,http://www.santarosa.k12.fl.us/schools/ssdp/,,Public,SANTA ROSA
PACE HIGH SCHOOL,4065 NORRIS RD,PACE,FL,32571,(850)995-3600,,,http://www.santarosa.k12.fl.us/schools/phs/,,Public,SANTA ROSA
HOBBS MIDDLE SCHOOL,5317 GLOVER LN,MILTON,FL,32570,(850)983-5630,,,http://www.santarosa.k12.fl.us/schools/hms/,,Public,SANTA ROSA
MARTIN LUTHER KING MIDDLE SCHOOL,5928 STEWART ST,MILTON,FL,32570,(850)983-5660,,,http://www.santarosa.k12.fl.us/schools/kms/,,Public,SANTA ROSA
HOLLEY-NAVARRE INTERMEDIATE,1936 NAVARRE SCHOOL RD,NAVARRE,FL,32566,(850)936-6020,,,http://www.santarosa.k12.fl.us/schools/hni/,,Public,SANTA ROSA
PEA RIDGE ELEMENTARY SCHOOL,4775 SCHOOL LN,PACE,FL,32571,(850)995-3680,,,http://www.santarosa.k12.fl.us/schools/pre/,,Public,SANTA ROSA
W. H. RHODES ELEMENTARY SCHOOL,5563 BYROM ST,MILTON,FL,32570,(850)983-5670,,,http://www.santarosa.k12.fl.us/schools/whre/,,Public,SANTA ROSA
RADFORD M LOCKLIN TECHNICAL COLLEGE,5330 BERRYHILL RD,MILTON,FL,32570,(850)983-5715,,,http://www.locklintech.com/,,Public,SANTA ROSA
ORIOLE BEACH ELEMENTARY SCHOOL,1260 ORIOLE BEACH RD,GULF BREEZE,FL,32563,(850)934-5160,,,http://www.santarosa.k12.fl.us/schools/obe/,,Public,SANTA ROSA
SANTA ROSA HIGH SCHOOL,5332 BERRYHILL RD,MILTON,FL,32570,(850)983-5710,,,http://www.santarosa.k12.fl.us/schools/sras/,,Public,SANTA ROSA
HOLLEY-NAVARRE MIDDLE SCHOOL,1976 WILLIAMS CREEK DR,NAVARRE,FL,32566,(850)936-6040,,,http://www.santarosa.k12.fl.us/schools/hnm/,,Public,SANTA ROSA
S. S. DIXON INTERMEDIATE SCHOOL,5540 EDUCATION DR,PACE,FL,32571,(850)995-3650,,,http://www.santarosa.k12.fl.us/schools/ssdi/,,Public,SANTA ROSA
WEST NAVARRE PRIMARY SCHOOL,1955 LOWE RD,NAVARRE,FL,32566,(850)936-6000,,,http://www.santarosa.k12.fl.us/schools/wnp/,,Public,SANTA ROSA
NAVARRE HIGH SCHOOL,8600 HIGH SCHOOL BLVD,NAVARRE,FL,32566,(850)936-6080,,,http://www.santarosa.k12.fl.us/schools/nhs/,,Public,SANTA ROSA
THOMAS L SIMS MIDDLE SCHOOL,5500 EDUCATION DR,PACE,FL,32571,(850)995-3676,,,http://www.santarosa.k12.fl.us/schools/sms/,,Public,SANTA ROSA
LEARNING ACADEMY OF SANTA ROSA,5880 STEWART ST,MILTON,FL,32570,(850)983-3495,,,http://www.lasr.us/,,Public,SANTA ROSA
AVALON MIDDLE SCHOOL,5445 KING ARTHURS WAY,MILTON,FL,32583,(850)983-5540,,,http://www.santarosa.k12.fl.us/schools/ams/,,Public,SANTA ROSA
WEST NAVARRE INTERMEDIATE SCHOOL,1970 COTTON BAY LN,NAVARRE,FL,32566,(850)936-6060,,,http://www.santarosa.k12.fl.us/schools/wni/,,Public,SANTA ROSA
ESE DEVELOPMENT CENTER,6556 FIREHOUSE RD,MILTON,FL,32570,(850)983-5167,,,http://www.santarosa.k12.fl.us/stuserv/,,Public,SANTA ROSA
WOODLAWN BEACH MIDDLE SCHOOL,1500 WOODLAWN WAY,GULF BREEZE,FL,32563,(850)934-4010,,,http://www.santarosa.k12.fl.us/schools/wbm/,,Public,SANTA ROSA
HOLLEY-NAVARRE PRIMARY,8019 ESCOLA ST,NAVARRE,FL,32566,(850)936-6130,,,http://www.santarosa.k12.fl.us/schools/hnp/,,Public,SANTA ROSA
BENNETT C RUSSELL ELEMENTARY SCHOOL,3740 EXCALIBUR WAY,MILTON,FL,32583,(850)983-7000,,,http://www.santarosa.k12.fl.us/schools/bre/,,Public,SANTA ROSA
SANTA ROSA VIRTUAL FRANCHISE,5330 BERRYHILL RD,MILTON,FL,32570,(850)981-7860,,,http://www.santarosa.k12.fl.us,,Public,SANTA ROSA
SANTA ROSA ONLINE VIRTUAL INSTRUCTION PROGRAM,5330 BERRYHILL RD,MILTON,FL,32570,(850)981-7860,,,http://www.santarosa.k12.fl.us,,Public,SANTA ROSA
TAPP CHILD CARE,6032 HWY 90,MILTON,FL,32570,(850)983-5052,,,,,Public,SANTA ROSA
HOSPITAL HOMEBOUND,6032 HWY 90,MILTON,FL,32570,(850)983-5052,,,,,Public,SANTA ROSA
EAST BAY K-8 SCHOOL,2535 ELKHART DR,GULF BREEZE,FL,32566,(850)750-0134,,,,,Public,SANTA ROSA
HIGH ROAD,4140 BERRYHILL ROAD,MILTON,FL,32570,(850)212-6158,,,,,Public,SANTA ROSA
COASTAL CONNECTIONS ACADEMY,186 N PALAFOX STREET PENSACOLA,PENSACOLA,FL,32502,(850)359-1545,,,http://connectionsacademy.com,,Public,SANTA ROSA
WALLACE LAKE K-8,3354 WALLACE LAKE ROAD,PACE,FL,32571,(850)983-5000,,,,,Public,SANTA ROSA
SOUTHEND  HIGH SCHOOL,5706 GULF BREEZE PKWY,GULF BREEZE,FL,32563,(850)983-5000,,,,,Public,SANTA ROSA
LAUREL NOKOMIS SCHOOL,1900 LAUREL RD E,NOKOMIS,FL,34275,(941)486-2171,,,http://www.sarasotacountyschools.net/laurelnokomis,,Public,SARASOTA
TOLEDO BLADE ELEMENTARY SCHOOL,1201 GERANIUM AVE,NORTH PORT,FL,34288,(941)426-6100,,,http://www.sarasotacountyschools.net/toledoblade,,Public,SARASOTA
ALTA VISTA ELEMENTARY SCHOOL,1050 S EUCLID AVE,SARASOTA,FL,34237,(941)361-6400,,,http://www.sarasotacountyschools.net/altavista,,Public,SARASOTA
PINE VIEW SCHOOL,1 PYTHON PATH,OSPREY,FL,34229,(941)486-2001,,,http://www.sarasotacountyschools.net/pineview,,Public,SARASOTA
SARASOTA MIDDLE SCHOOL,4826 ASHTON RD,SARASOTA,FL,34233,(941)361-6464,,,http://www.sarasotacountyschools.net/sarasotamiddle,,Public,SARASOTA
SARASOTA HIGH SCHOOL,2155 BAHIA VISTA ST,SARASOTA,FL,34239,(941)955-0181,,,http://www.sarasotacountyschools.net/sarasotahigh,,Public,SARASOTA
BRENTWOOD ELEMENTARY SCHOOL,2500 VINSON AVE,SARASOTA,FL,34232,(941)361-6230,,,http://www.sarasotacountyschools.net/brentwood,,Public,SARASOTA
BROOKSIDE MIDDLE SCHOOL,3636 S SHADE AVE,SARASOTA,FL,34239,(941)361-6472,,,http://www.sarasotacountyschools.net/brookside,,Public,SARASOTA
ENGLEWOOD ELEMENTARY SCHOOL,150 N MCCALL RD,ENGLEWOOD,FL,34223,(941)474-3247,,,http://www.sarasotacountyschools.net/englewood,,Public,SARASOTA
FRUITVILLE ELEMENTARY SCHOOL,601 HONORE AVE,SARASOTA,FL,34232,(941)361-6200,,,http://www.sarasotacountyschools.net/fruitville,,Public,SARASOTA
MCINTOSH MIDDLE SCHOOL,701 MCINTOSH RD,SARASOTA,FL,34232,(941)361-6520,,,http://www.sarasotacountyschools.net/mcintosh,,Public,SARASOTA
PHILLIPPI SHORES ELEMENTARY SCHOOL,4747 S TAMIAMI TRL,SARASOTA,FL,34231,(941)361-6424,,,http://www.sarasotacountyschools.net/phillippi,,Public,SARASOTA
